cycle,f28,f29,f35,f36,f37,f38,f39,f40,f41,f42,f3,f4,f5,f6,f7,f8,f9,f11,f10,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f30,f32,f34,f31,f33,f2,f1
1852.0,1.0759126,0.4631417999999998,0.3112610000000018,0.2922954209944848,0.22721900000000517,29.05181619,31.28770985553454,35.02298082,7.520000000000096e-05,0.01664332204040404,-0.0014999999995808366,38.41193805860806,0.03892207300406891,-0.0026007000000003444,0.4290675579972927,0.00047333333252908005,0.000790662953036576,0.21120182251311456,0.15270277439280022,0.26958612234047763,0.33729156612298655,-1.0476326227698392,5.52450151821504e-07,-0.00034210450033977935,0.0007468829990094103,0.0023564732416305745,0.3542226292722262,-0.9766740902126694,-2.3384060150374883e-05,1.078044977443609,-0.0004503815016832767,1.0802110870197217,337.6864783384855,0.9999999307516876,-336.6084333532889,-0.35274899999999576,-0.22721900000000517,20.47035357474374,0.1790483333334123,-0.2968316666665487,0.24992666666633667,0.2515483333331403
2160.0,1.0806297,0.003959800000000069,0.42598199999999764,0.47898683915232,0.15644400000000047,29.265889009999995,31.017011163858175,33.81904824,4.199100000000164e-05,0.016750843414141414,-0.011344999999593597,38.45061232600737,-0.187090474306431,-0.018454500000000262,0.6720740024543659,0.011085000000335299,0.001359407557348377,0.43638216061758583,0.3363319466005166,0.4825513901538372,-1.1882696772784296,1.3012394285554554,6.612595714335657e-07,0.0012813350300546755,0.002742828830232848,0.004511618597479394,0.22392153449743885,-0.8276078648744298,-1.592699248120143e-05,1.0823204578195487,-0.0003014050272321119,1.0837449174903961,0.630346317941886,0.999974676158083,0.4519757420608206,-0.33686100000000607,-0.15644400000000047,30.447376689601697,0.08547833333350319,-0.3477500000006657,0.16683166666710747,0.1663033333335342
2237.0,1.0849404,0.0031130999999999798,0.49550100000000086,0.4734556725399628,0.1905929999999998,29.344351140000004,31.164788272079093,34.199197399999996,1.3807000000001096e-05,0.01659959497979798,-0.011338333333455353,38.45255399267394,-0.06849314955366381,-0.010559100000000043,2.045312105721301,0.011173333333623248,0.0008699121683852488,0.41202936888462144,0.34760152939505673,0.4657158372633532,-0.5767079965391994,-0.6646840099649696,6.0404580469343e-07,0.0006756458838834689,0.0022411740078544327,0.0038155087535030052,0.20750704875997905,-0.951678712912909,-1.456706766917219e-05,1.08651640962406,-0.00027472799810572806,1.087810289022608,-64.40033350082162,1.0000002261910736,65.4868498978678,-0.35566699999999685,-0.1905929999999998,32.207278603830446,6.666666667953791e-05,-0.34581166666697527,0.1667199999996214,0.1666033333343293
1434.0,1.0847498,0.0015031999999999268,0.23144299999999873,0.4144949296356373,0.4462930000000007,29.091785359999996,29.64277681987686,30.355640510000004,-3.858100000000281e-05,0.01614615604040404,-0.006993333332985685,32.664189194139176,0.05279435919458564,0.005784999999999929,-0.044666969866803186,0.11645499999952591,0.00046172291210307766,0.4051739813193614,0.3606472864871684,0.44968209160642303,0.7953898680068631,-0.20722918431561155,1.6860708668372476e-06,0.0023939120096514444,0.00448224499456994,0.007244887764855434,0.3288221912203459,-0.9227846481669673,-2.4625037593986245e-05,1.087132240902256,-0.0004706923814771268,1.089379164164966,75.71843716918566,0.864174882363141,1.0847105510564625,-0.6723189999999981,-0.4462930000000007,32.16445387625777,-3.206131666666897,-0.6667583333334761,0.1664133333326987,0.16668166666640616
1709.0,1.0826457,0.0016708999999999197,0.2201190000000004,0.29211541864273016,0.10416000000000025,29.193095549999995,31.134394995823982,34.038690730000006,5.331399999999875e-05,0.01650051357575757,-0.007428333333280079,32.66440514652014,-0.032191123104110986,0.007330900000000362,-0.1292681660747661,0.22802999999961315,0.0018566466003440666,0.29025018483309634,0.21496508046298857,0.38222911854425234,0.45182355106480365,-0.48717217367355214,1.8707995087171657e-06,0.001389914610265608,0.0035649476311839998,0.006379092147190457,0.27832088863613796,-0.9474765855102252,-2.9251503759395582e-05,1.0855320760902256,-0.0005559016566297331,1.0881705003837965,-14.311582465028188,1.000002043528396,15.397114297406459,-0.5429490000000001,-0.10416000000000025,22.537304276401073,0.0002883333341134886,-0.2602250000000197,0.16658000000012763,0.16679999999966455
1074.0,1.0797794,0.002291000000000043,0.3201319999999974,0.17162039554327535,-0.043025999999997566,28.94996298,30.61228273652725,32.68980672000001,0.0001118670000000016,0.016270388575757577,-8.33333372796119e-06,36.067258827838884,-0.15369484724365812,-0.009064600000000311,-3.085061280855726,-8.666666654022492e-05,0.0017814040293765135,0.13628204951183015,0.06928829576073525,0.22648009621651966,0.3552716487402597,-0.6396730852167813,7.080841017942476e-06,0.004144946018224349,0.008496613668118628,0.013725403305387962,0.11445602954613798,-1.1374326006449957,-2.757511278195569e-05,1.0824972927067669,-0.0005249978848559904,1.084993587735851,0.051462018706264254,0.9507368578874114,1.0794468403085833,-0.2544250000000048,0.043025999999997566,9.733517203768315,-0.08342999999928757,-0.07302999999949833,0.08313333333256523,0.08342499999877617
636.0,1.0792426,0.002896400000000021,0.4027290000000008,0.2586887394011157,-0.11689799999999906,29.450249960000004,31.951106767261077,35.43470514,0.0003333460000000017,0.016507268545454545,-8.166666630060604e-05,35.176066373626334,-0.3763685564445476,-0.0070752999999998956,-1.0102230115829798,8.333333603616211e-06,0.004428407456784041,0.046436147742035666,-0.05031276689396691,0.17466038859780042,-0.003244821812774296,-1.1240389184419994,1.3206831654214777e-05,0.004977055786972606,0.010575537271851261,0.018070713288116602,0.26701646250074734,-1.0356588188407079,-6.831999999999993e-05,1.0860698,-0.0012989811560174373,1.0922379557563477,-18.42547979840707,1.0000037066699996,19.511548562154243,-0.374756000000005,0.11689799999999906,14.23844450769434,0.0011500000002335753,-0.14887499999986176,8.999999954184545e-05,0.00014666666671914186
870.0,1.0957625,0.0022060999999999886,0.3211130000000004,0.2056716474574003,-0.167704999999998,29.284262930000004,31.670183664124867,34.9694678,3.842100000000029e-05,0.016050141454545454,0.000895000000795676,35.176004212454195,-0.1042486348742413,-0.00829980000000008,-2.1552237807722676,-0.0010700000002543675,0.002309937414104676,0.1346521643098281,0.06745354111701118,0.26666773742268646,0.5056863354601006,-0.48946240700879917,7.362380355985875e-06,0.007452369690366556,0.011600489782840902,0.01716835087300206,0.20282742851807944,-1.067611392741609,-3.8979398496245165e-05,1.0996837255639103,-0.0007409386812205878,1.1032011648093871,-344.78891404413037,1.0000001130518086,345.88859775236455,-0.32223499999999916,0.167704999999998,10.624049169975251,8.833333322399994e-05,-0.4344433333335189,0.00013166666600739063,-0.002013333332797629
1054.0,1.0876312,0.001318700000000117,0.21089499999999717,-0.048081453290826914,-0.34164100000000275,29.973497700000003,32.31511827515521,35.62508432,3.366599999999817e-05,0.01683536523232323,-0.015566666666806839,31.79317446886445,-0.17933568078292694,-0.004460400000000142,0.6229029631666876,0.15196666666633973,0.003199157668452643,-0.2138976220249051,-0.3459158356724572,-0.11331575816656425,-0.6668291889598327,-0.13634358013408399,5.278607332661286e-06,0.0031654148550681604,0.00682823018049334,0.011353983165845793,0.18854235508556313,-1.0748762024059446,-2.0241578947368543e-05,1.0896334978947373,-0.0003856703943976508,1.09146870873925,151.5861844580257,0.9999998664665669,-150.49655094897355,-0.01701699999999562,0.34164100000000275,0.8265993416259789,-0.08370833333362171,-0.24251333333395309,0.166773333333186,0.16675666666754552
788.0,1.0599719,0.0032670999999999673,0.24810799999999844,0.23932000755454652,0.004359999999998365,29.848259259999995,32.4317293801687,35.869436050000004,0.0003035779999999988,0.01603708411111111,-0.0014700000000971158,32.22811326007329,-0.07041731328278988,0.0006684999999997387,-1.298388217640003,0.0005850000005054312,0.004724901930398333,0.12490152607719865,0.017423345923774036,0.2962642083783109,0.3078624930145683,-0.3930283944530246,5.733185792998502e-06,-0.0004280107481480222,0.003201370340513281,0.008035648515164695,0.28029092601223143,-1.03759931863155,-2.0182105263156513e-05,1.061932680526316,-0.0003847486386468177,1.0637645093996566,-39.87100223106623,1.0000005061616728,40.93293486896173,-0.3486329999999995,-0.004359999999998365,15.347348041013674,-0.1667716666669854,-0.287858333333709,0.2502383333331366,0.24942333333371636
